"","picID","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12"
"1",123,"A","A","1","1","1","1","1","1","1","1","1",""
"2",124,"A","A","1","1","1","1","1","1","1","1","1",""
"3",125,"A","A","1","1","1","1","1","1","1","1","1",""
"4",126,"A","A","1","1","1","1","1","1","1","1","1",""
"5",127,"A","A","1","1","1","1","1","1","1","1","1",""
"6",128,"A","A","1","1","1","1","1","1","1","1","1",""
"7",129,"A","A","1","1","1","1","1","1","1","1","1",""
"8",128,"A","A","1","1","1","1","1","1","1","1","1",""
"9",127,"A","A","1","1","1","1","1","1","1","1","1",""
"10",126,"A","A","1","1","1","1","1","1","1","1","1",""
"11",125,"A","A","1","1","1","1","1","1","1","1","1",""
"12",124,"A","A","1","1","1","1","1","1","1","1","1",""
"13",123,"A","A","1","1","1","1","1","1","1","1","1",""
"14",122,"A","A","1","1","1","1","1","1","1","1","1",""
"15",121,"A","A","1","1","1","1","1","1","1","1","1",""
"16",120,"A","A","1","1","1","1","1","1","1","1","1",""
"17",119,"A","A","1","1","1","1","1","1","1","1","1",""
"18",118,"A","A","1","1","1","1","1","1","1","1","1",""
"19",117,"A","A","1","1","1","1","1","1","1","1","1",""
"20",116,"A","A","1","1","1","1","1","1","1","1","1",""
"21",115,"A","A","1","1","1","1","1","1","1","1","1",""
"22",114,"A","A","1","1","1","1","1","1","1","1","1",""
"23",113,"A","A","1","1","1","1","1","1","1","1","1",""
"24",112,"A","A","1","1","1","1","1","1","1","1","1",""
"25",111,"A","A","1","1","1","1","1","1","1","1","1",""
"26",110,"A","A","1","1","1","1","1","1","1","1","1",""
"27",109,"A","A","1","1","1","1","1","1","1","1","1",""
"28",108,"A","A","1","1","1","1","1","1","1","1","1",""
"29",107,"A","A","1","1","1","1","1","1","1","1","1",""
"30",106,"A","A","1","1","1","1","1","1","1","1","1",""
"31",105,"A","A","1","1","1","1","1","1","1","1","1",""
"32",104,"A","A","1","1","1","1","1","1","1","1","1",""
"33",103,"A","A","1","1","1","1","1","1","1","1","1",""
"34",102,"A","A","1","1","1","1","1","1","1","1","1",""
"35",101,"A","A","1","1","1","1","1","1","1","1","1",""
"36",100,"A","A","1","1","1","1","1","1","1","1","1",""
"37",99,"A","A","1","1","1","1","1","1","1","1","1",""
"38",98,"A","A","1","1","1","1","1","1","1","1","1",""
